timestamp,district,season,hour,temperature_c,humidity_percent,rainfall_mm,solar_irradiance_wm2,wind_speed_ms,pressure_hpa,soil_moisture_percent,crop_stage,irrigation_demand_level,electricity_consumption_kwh,water_consumption_m3,gas_consumption_m3,renewable_energy_kwh,weather_condition,heat_index_c,smart_irrigation_action,outdoor_advice,farmer_field_advice,electricity_cost_tk,water_cost_tk,gas_cost_tk,hourly_cost_tk,currency_symbol
2026-04-16 03:00:00,Rangpur,Pre-Monsoon,3,26.47,67,0,0,5,1010.49,36,Vegetative,4,3.5,1.67,1.06,1,Clear,31.83,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.75,4.18,3.39,37.32,৳
2026-04-16 04:00:00,Rangpur,Pre-Monsoon,4,27.26,67,0,0,5,1010.49,36,Vegetative,4,3.44,1.67,1.05,1,Clear,32.62,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.24,4.18,3.36,36.78,৳
2026-04-16 05:00:00,Rangpur,Pre-Monsoon,5,28.3,66,0,0,5,1010.49,36,Vegetative,4,3.34,1.67,1.03,1,Clear,33.58,Water ON,Safe to Go Outside,Go to Field for Irrigation,28.39,4.18,3.3,35.87,৳
2026-04-16 06:00:00,Rangpur,Pre-Monsoon,6,29.51,65,0,0,4,1010.49,36,Vegetative,4,3.22,1.67,0.99,1,Clear,34.71,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.37,4.18,3.17,34.72,৳
2026-04-16 07:00:00,Rangpur,Pre-Monsoon,7,30.8,64,0,197,4,1010.49,36,Vegetative,4,3.43,1.67,0.94,4,Clear,35.92,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.16,4.18,3.01,36.35,৳
2026-04-16 08:00:00,Rangpur,Pre-Monsoon,8,32.09,72,5,253,4,1005.99,45,Vegetative,2,3.14,1.11,0.88,5,Light Rain,37.85,Water OFF,Go Outside With Caution,Routine Check Optional,26.69,2.78,2.82,32.29,৳
2026-04-16 09:00:00,Rangpur,Pre-Monsoon,9,33.3,67,3,430,3,1007.79,39,Vegetative,3,3.73,1.39,0.82,9,Light Rain,38.66,Water OFF,Go Outside With Caution,Routine Check Optional,31.7,3.47,2.62,37.79,৳
2026-04-16 10:00:00,Rangpur,Pre-Monsoon,10,34.34,64,1,614,4,1009.59,35,Vegetative,4,4.33,1.67,0.88,12,Light Rain,39.46,Water OFF,Go Outside With Caution,Routine Check Optional,36.8,4.18,2.82,43.8,৳
2026-04-16 11:00:00,Rangpur,Pre-Monsoon,11,35.13,66,3,587,4,1007.79,37,Vegetative,3,5.28,1.39,0.94,12,Light Rain,40.41,Water OFF,Go Outside With Caution,Routine Check Optional,44.88,3.47,3.01,51.36,৳
2026-04-16 12:00:00,Rangpur,Pre-Monsoon,12,35.63,61,0,760,4,1010.49,32,Vegetative,5,5.93,1.95,0.99,15,Sunny,40.51,Water ON,Safe to Go Outside,Go to Field for Irrigation,50.4,4.88,3.17,58.45,৳
2026-04-16 13:00:00,Rangpur,Pre-Monsoon,13,35.8,61,0,734,5,1010.49,31,Vegetative,5,5.94,1.95,1.03,15,Sunny,40.68,Water ON,Safe to Go Outside,Go to Field for Irrigation,50.49,4.88,3.3,58.67,৳
2026-04-16 14:00:00,Rangpur,Pre-Monsoon,14,35.63,61,0,658,5,1010.49,32,Vegetative,5,5.83,1.95,1.05,13,Sunny,40.51,Water ON,Safe to Go Outside,Go to Field for Irrigation,49.56,4.88,3.36,57.8,৳
2026-04-16 15:00:00,Rangpur,Pre-Monsoon,15,35.13,61,0,537,5,1010.49,32,Vegetative,4,5.47,1.67,1.06,11,Sunny,40.01,Water ON,Safe to Go Outside,Go to Field for Irrigation,46.5,4.18,3.39,54.07,৳
2026-04-16 16:00:00,Rangpur,Pre-Monsoon,16,34.34,62,0,380,5,1010.49,33,Vegetative,4,4.12,1.67,1.05,8,Clear,39.3,Water ON,Safe to Go Outside,Go to Field for Irrigation,35.02,4.18,3.36,42.56,৳
2026-04-16 17:00:00,Rangpur,Pre-Monsoon,17,33.3,63,0,197,5,1010.49,34,Vegetative,4,3.7,1.67,1.03,4,Clear,38.34,Water ON,Safe to Go Outside,Go to Field for Irrigation,31.45,4.18,3.3,38.93,৳
2026-04-16 18:00:00,Rangpur,Pre-Monsoon,18,32.09,64,0,0,4,1010.49,36,Vegetative,4,3.22,1.67,0.99,1,Clear,37.21,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.37,4.18,3.17,34.72,৳
2026-04-16 19:00:00,Rangpur,Pre-Monsoon,19,30.8,64,0,0,4,1010.49,36,Vegetative,4,3.08,1.67,0.94,1,Clear,35.92,Water ON,Safe to Go Outside,Go to Field for Irrigation,26.18,4.18,3.01,33.37,৳
2026-04-16 20:00:00,Rangpur,Pre-Monsoon,20,29.51,65,0,0,3,1010.49,36,Vegetative,4,2.92,1.67,0.88,0,Clear,34.71,Water ON,Safe to Go Outside,Go to Field for Irrigation,24.82,4.18,2.82,31.82,৳
2026-04-16 21:00:00,Rangpur,Pre-Monsoon,21,28.3,66,0,0,3,1010.49,36,Vegetative,4,3.08,1.67,0.82,0,Clear,33.58,Water ON,Safe to Go Outside,Go to Field for Irrigation,26.18,4.18,2.62,32.98,৳
2026-04-16 22:00:00,Rangpur,Pre-Monsoon,22,27.26,67,0,0,3,1010.49,36,Vegetative,4,3.22,1.67,0.88,0,Clear,32.62,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.37,4.18,2.82,34.37,৳
2026-04-16 23:00:00,Rangpur,Pre-Monsoon,23,26.47,67,0,0,4,1010.49,36,Vegetative,4,3.34,1.67,0.94,1,Clear,31.83,Water ON,Safe to Go Outside,Go to Field for Irrigation,28.39,4.18,3.01,35.58,৳
2026-04-17 00:00:00,Dhaka,Pre-Monsoon,0,24.97,69,0,0,4,1010.6,36,Vegetative,4,3.48,1.67,0.99,1,Clear,30.49,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.58,4.18,3.17,36.93,৳
2026-04-17 01:00:00,Dhaka,Pre-Monsoon,1,24.8,69,0,0,5,1010.6,36,Vegetative,4,3.54,1.67,1.03,1,Clear,30.32,Water ON,Safe to Go Outside,Go to Field for Irrigation,30.09,4.18,3.3,37.57,৳
2026-04-17 02:00:00,Dhaka,Pre-Monsoon,2,24.97,69,0,0,5,1010.6,36,Vegetative,4,3.56,1.67,1.05,1,Clear,30.49,Water ON,Safe to Go Outside,Go to Field for Irrigation,30.26,4.18,3.36,37.8,৳
2026-04-17 03:00:00,Dhaka,Pre-Monsoon,3,25.47,84,10,0,7,1001.6,54,Vegetative,0,3.06,0.55,1.06,1,Heavy Rain,32.19,Water OFF,Do Not Go Outside,Delay Field Visit,26.01,1.38,3.39,30.78,৳
2026-04-17 04:00:00,Dhaka,Pre-Monsoon,4,26.27,84,10,0,7,1001.6,54,Vegetative,0,3.0,0.55,1.05,1,Heavy Rain,32.99,Water OFF,Do Not Go Outside,Delay Field Visit,25.5,1.38,3.36,30.24,৳
2026-04-17 05:00:00,Dhaka,Pre-Monsoon,5,27.3,83,10,0,6,1001.6,54,Vegetative,0,2.9,0.55,1.03,1,Heavy Rain,33.94,Water OFF,Do Not Go Outside,Delay Field Visit,24.65,1.38,3.3,29.33,৳
2026-04-17 06:00:00,Dhaka,Pre-Monsoon,6,28.51,80,9,0,6,1002.5,52,Vegetative,0,2.78,0.55,0.99,1,Heavy Rain,34.91,Water OFF,Do Not Go Outside,Delay Field Visit,23.63,1.38,3.17,28.18,৳
2026-04-17 07:00:00,Dhaka,Pre-Monsoon,7,29.8,65,0,197,4,1010.6,36,Vegetative,4,3.47,1.67,0.94,4,Clear,35.0,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.5,4.18,3.01,36.69,৳
2026-04-17 08:00:00,Dhaka,Pre-Monsoon,8,31.09,64,0,380,3,1010.6,36,Vegetative,4,3.64,1.67,0.88,8,Clear,36.21,Water ON,Safe to Go Outside,Go to Field for Irrigation,30.94,4.18,2.82,37.94,৳
2026-04-17 09:00:00,Dhaka,Pre-Monsoon,9,32.3,63,0,537,3,1010.6,36,Vegetative,4,4.08,1.67,0.82,11,Sunny,37.34,Water ON,Safe to Go Outside,Go to Field for Irrigation,34.68,4.18,2.62,41.48,৳
2026-04-17 10:00:00,Dhaka,Pre-Monsoon,10,33.34,63,0,658,3,1010.6,34,Vegetative,4,4.44,1.67,0.88,13,Sunny,38.38,Water ON,Safe to Go Outside,Go to Field for Irrigation,37.74,4.18,2.82,44.74,৳
2026-04-17 11:00:00,Dhaka,Pre-Monsoon,11,34.13,62,0,734,4,1010.6,33,Vegetative,4,4.7,1.67,0.94,15,Sunny,39.09,Water ON,Safe to Go Outside,Go to Field for Irrigation,39.95,4.18,3.01,47.14,৳
2026-04-17 12:00:00,Dhaka,Pre-Monsoon,12,34.63,62,0,760,4,1010.6,33,Vegetative,4,4.84,1.67,0.99,15,Sunny,39.59,Water ON,Safe to Go Outside,Go to Field for Irrigation,41.14,4.18,3.17,48.49,৳
2026-04-17 13:00:00,Dhaka,Pre-Monsoon,13,34.8,62,0,734,5,1010.6,33,Vegetative,4,4.86,1.67,1.03,15,Sunny,39.76,Water ON,Safe to Go Outside,Go to Field for Irrigation,41.31,4.18,3.3,48.79,৳
2026-04-17 14:00:00,Dhaka,Pre-Monsoon,14,34.63,62,0,658,5,1010.6,33,Vegetative,4,4.74,1.67,1.05,13,Sunny,39.59,Water ON,Safe to Go Outside,Go to Field for Irrigation,40.29,4.18,3.36,47.83,৳
2026-04-17 15:00:00,Dhaka,Pre-Monsoon,15,34.13,62,0,537,5,1010.6,33,Vegetative,4,4.5,1.67,1.06,11,Sunny,39.09,Water ON,Safe to Go Outside,Go to Field for Irrigation,38.25,4.18,3.39,45.82,৳
2026-04-17 16:00:00,Dhaka,Pre-Monsoon,16,33.34,63,0,380,5,1010.6,34,Vegetative,4,4.16,1.67,1.05,8,Clear,38.38,Water ON,Safe to Go Outside,Go to Field for Irrigation,35.36,4.18,3.36,42.9,৳
2026-04-17 17:00:00,Dhaka,Pre-Monsoon,17,32.3,63,0,197,5,1010.6,36,Vegetative,4,3.73,1.67,1.03,4,Clear,37.34,Water ON,Safe to Go Outside,Go to Field for Irrigation,31.7,4.18,3.3,39.18,৳
2026-04-17 18:00:00,Dhaka,Pre-Monsoon,18,31.09,64,0,0,4,1010.6,36,Vegetative,4,3.26,1.67,0.99,1,Clear,36.21,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.71,4.18,3.17,35.06,৳
2026-04-17 19:00:00,Dhaka,Pre-Monsoon,19,29.8,65,0,0,4,1010.6,36,Vegetative,4,3.11,1.67,0.94,1,Clear,35.0,Water ON,Safe to Go Outside,Go to Field for Irrigation,26.44,4.18,3.01,33.63,৳
2026-04-17 20:00:00,Dhaka,Pre-Monsoon,20,28.51,66,0,0,3,1010.6,36,Vegetative,4,2.96,1.67,0.88,0,Clear,33.79,Water ON,Safe to Go Outside,Go to Field for Irrigation,25.16,4.18,2.82,32.16,৳
2026-04-17 21:00:00,Dhaka,Pre-Monsoon,21,27.3,67,0,0,3,1010.6,36,Vegetative,4,3.11,1.67,0.82,0,Clear,32.66,Water ON,Safe to Go Outside,Go to Field for Irrigation,26.44,4.18,2.62,33.24,৳
2026-04-17 22:00:00,Dhaka,Pre-Monsoon,22,26.27,68,0,0,3,1010.6,36,Vegetative,4,3.26,1.67,0.88,0,Clear,31.71,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.71,4.18,2.82,34.71,৳
2026-04-17 23:00:00,Dhaka,Pre-Monsoon,23,25.47,68,0,0,4,1010.6,36,Vegetative,4,3.38,1.67,0.94,1,Clear,30.91,Water ON,Safe to Go Outside,Go to Field for Irrigation,28.73,4.18,3.01,35.92,৳
2026-04-18 00:00:00,Mymensingh,Pre-Monsoon,0,24.35,77,5,0,5,1006.06,45,Vegetative,2,3.14,1.11,0.99,1,Light Rain,30.51,Water OFF,Go Outside With Caution,Routine Check Optional,26.69,2.78,3.17,32.64,৳
2026-04-18 01:00:00,Mymensingh,Pre-Monsoon,1,24.18,80,7,0,6,1004.26,49,Vegetative,1,3.08,0.83,1.03,1,Light Rain,30.58,Water OFF,Go Outside With Caution,Routine Check Optional,26.18,2.07,3.3,31.55,৳
2026-04-18 02:00:00,Mymensingh,Pre-Monsoon,2,24.35,69,0,0,5,1010.56,36,Vegetative,4,3.46,1.67,1.05,1,Clear,29.87,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.41,4.18,3.36,36.95,৳
2026-04-18 03:00:00,Mymensingh,Pre-Monsoon,3,24.85,69,0,0,5,1010.56,36,Vegetative,4,3.44,1.67,1.06,1,Clear,30.37,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.24,4.18,3.39,36.81,৳
2026-04-18 04:00:00,Mymensingh,Pre-Monsoon,4,25.65,68,0,0,5,1010.56,36,Vegetative,4,3.38,1.67,1.05,1,Clear,31.09,Water ON,Safe to Go Outside,Go to Field for Irrigation,28.73,4.18,3.36,36.27,৳
2026-04-18 05:00:00,Mymensingh,Pre-Monsoon,5,26.68,67,0,0,5,1010.56,36,Vegetative,4,3.28,1.67,1.03,1,Clear,32.04,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.88,4.18,3.3,35.36,৳
2026-04-18 06:00:00,Mymensingh,Pre-Monsoon,6,27.89,66,0,0,4,1010.56,36,Vegetative,4,3.16,1.67,0.99,1,Clear,33.17,Water ON,Safe to Go Outside,Go to Field for Irrigation,26.86,4.18,3.17,34.21,৳
2026-04-18 07:00:00,Mymensingh,Pre-Monsoon,7,29.18,66,0,197,4,1010.56,36,Vegetative,4,3.37,1.67,0.94,4,Clear,34.46,Water ON,Safe to Go Outside,Go to Field for Irrigation,28.64,4.18,3.01,35.83,৳
2026-04-18 08:00:00,Mymensingh,Pre-Monsoon,8,30.48,65,0,380,3,1010.56,36,Vegetative,4,3.54,1.67,0.88,8,Clear,35.68,Water ON,Safe to Go Outside,Go to Field for Irrigation,30.09,4.18,2.82,37.09,৳
2026-04-18 09:00:00,Mymensingh,Pre-Monsoon,9,31.68,64,0,537,3,1010.56,36,Vegetative,4,3.98,1.67,0.82,11,Sunny,36.8,Water ON,Safe to Go Outside,Go to Field for Irrigation,33.83,4.18,2.62,40.63,৳
2026-04-18 10:00:00,Mymensingh,Pre-Monsoon,10,32.72,63,0,658,3,1010.56,35,Vegetative,4,4.34,1.67,0.88,13,Sunny,37.76,Water ON,Safe to Go Outside,Go to Field for Irrigation,36.89,4.18,2.82,43.89,৳
2026-04-18 11:00:00,Mymensingh,Pre-Monsoon,11,33.51,63,0,734,4,1010.56,34,Vegetative,4,4.6,1.67,0.94,15,Sunny,38.55,Water ON,Safe to Go Outside,Go to Field for Irrigation,39.1,4.18,3.01,46.29,৳
2026-04-18 12:00:00,Mymensingh,Pre-Monsoon,12,34.01,62,0,760,4,1010.56,34,Vegetative,4,4.75,1.67,0.99,15,Sunny,38.97,Water ON,Safe to Go Outside,Go to Field for Irrigation,40.38,4.18,3.17,47.73,৳
2026-04-18 13:00:00,Mymensingh,Pre-Monsoon,13,34.18,62,0,734,5,1010.56,33,Vegetative,4,4.76,1.67,1.03,15,Sunny,39.14,Water ON,Safe to Go Outside,Go to Field for Irrigation,40.46,4.18,3.3,47.94,৳
2026-04-18 14:00:00,Mymensingh,Pre-Monsoon,14,34.01,62,0,658,5,1010.56,34,Vegetative,4,4.64,1.67,1.05,13,Sunny,38.97,Water ON,Safe to Go Outside,Go to Field for Irrigation,39.44,4.18,3.36,46.98,৳
2026-04-18 15:00:00,Mymensingh,Pre-Monsoon,15,33.51,63,0,537,5,1010.56,34,Vegetative,4,4.4,1.67,1.06,11,Sunny,38.55,Water ON,Safe to Go Outside,Go to Field for Irrigation,37.4,4.18,3.39,44.97,৳
2026-04-18 16:00:00,Mymensingh,Pre-Monsoon,16,32.72,63,0,380,5,1010.56,35,Vegetative,4,4.06,1.67,1.05,8,Clear,37.76,Water ON,Safe to Go Outside,Go to Field for Irrigation,34.51,4.18,3.36,42.05,৳
2026-04-18 17:00:00,Mymensingh,Pre-Monsoon,17,31.68,64,0,197,5,1010.56,36,Vegetative,4,3.64,1.67,1.03,4,Clear,36.8,Water ON,Safe to Go Outside,Go to Field for Irrigation,30.94,4.18,3.3,38.42,৳
2026-04-18 18:00:00,Mymensingh,Pre-Monsoon,18,30.48,65,0,0,4,1010.56,36,Vegetative,4,3.16,1.67,0.99,1,Clear,35.68,Water ON,Safe to Go Outside,Go to Field for Irrigation,26.86,4.18,3.17,34.21,৳
2026-04-18 19:00:00,Mymensingh,Pre-Monsoon,19,29.18,66,0,0,4,1010.56,36,Vegetative,4,3.01,1.67,0.94,1,Clear,34.46,Water ON,Safe to Go Outside,Go to Field for Irrigation,25.58,4.18,3.01,32.77,৳
2026-04-18 20:00:00,Mymensingh,Pre-Monsoon,20,27.89,66,0,0,3,1010.56,36,Vegetative,4,2.86,1.67,0.88,0,Clear,33.17,Water ON,Safe to Go Outside,Go to Field for Irrigation,24.31,4.18,2.82,31.31,৳
2026-04-18 21:00:00,Mymensingh,Pre-Monsoon,21,26.68,72,3,0,3,1007.86,41,Vegetative,2,2.77,1.11,0.82,0,Light Rain,32.44,Water OFF,Go Outside With Caution,Routine Check Optional,23.54,2.78,2.62,28.94,৳
2026-04-18 22:00:00,Mymensingh,Pre-Monsoon,22,25.65,70,1,0,4,1009.66,38,Vegetative,3,3.04,1.39,0.88,1,Light Rain,31.25,Water OFF,Go Outside With Caution,Routine Check Optional,25.84,3.47,2.82,32.13,৳
2026-04-18 23:00:00,Mymensingh,Pre-Monsoon,23,24.85,73,3,0,4,1007.86,41,Vegetative,2,3.04,1.11,0.94,1,Light Rain,30.69,Water OFF,Go Outside With Caution,Routine Check Optional,25.84,2.78,3.01,31.63,৳
2026-04-19 00:00:00,Rajshahi,Pre-Monsoon,0,24.35,69,0,0,4,1010.4,36,Vegetative,4,3.38,1.67,0.99,1,Clear,29.87,Water ON,Safe to Go Outside,Go to Field for Irrigation,28.73,4.18,3.17,36.08,৳
2026-04-19 01:00:00,Rajshahi,Pre-Monsoon,1,24.18,69,0,0,5,1010.4,36,Vegetative,4,3.44,1.67,1.03,1,Clear,29.7,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.24,4.18,3.3,36.72,৳
2026-04-19 02:00:00,Rajshahi,Pre-Monsoon,2,24.35,69,0,0,5,1010.4,36,Vegetative,4,3.46,1.67,1.05,1,Clear,29.87,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.41,4.18,3.36,36.95,৳
2026-04-19 03:00:00,Rajshahi,Pre-Monsoon,3,24.85,69,0,0,5,1010.4,36,Vegetative,4,3.44,1.67,1.06,1,Clear,30.37,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.24,4.18,3.39,36.81,৳
2026-04-19 04:00:00,Rajshahi,Pre-Monsoon,4,25.65,68,0,0,5,1010.4,36,Vegetative,4,3.38,1.67,1.05,1,Clear,31.09,Water ON,Safe to Go Outside,Go to Field for Irrigation,28.73,4.18,3.36,36.27,৳
2026-04-19 05:00:00,Rajshahi,Pre-Monsoon,5,26.68,67,0,0,5,1010.4,36,Vegetative,4,3.28,1.67,1.03,1,Clear,32.04,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.88,4.18,3.3,35.36,৳
2026-04-19 06:00:00,Rajshahi,Pre-Monsoon,6,27.89,66,0,0,4,1010.4,36,Vegetative,4,3.16,1.67,0.99,1,Clear,33.17,Water ON,Safe to Go Outside,Go to Field for Irrigation,26.86,4.18,3.17,34.21,৳
2026-04-19 07:00:00,Rajshahi,Pre-Monsoon,7,29.18,66,0,197,4,1010.4,36,Vegetative,4,3.37,1.67,0.94,4,Clear,34.46,Water ON,Safe to Go Outside,Go to Field for Irrigation,28.64,4.18,3.01,35.83,৳
2026-04-19 08:00:00,Rajshahi,Pre-Monsoon,8,30.48,65,0,380,3,1010.4,36,Vegetative,4,3.54,1.67,0.88,8,Clear,35.68,Water ON,Safe to Go Outside,Go to Field for Irrigation,30.09,4.18,2.82,37.09,৳
2026-04-19 09:00:00,Rajshahi,Pre-Monsoon,9,31.68,64,0,537,3,1010.4,36,Vegetative,4,3.98,1.67,0.82,11,Sunny,36.8,Water ON,Safe to Go Outside,Go to Field for Irrigation,33.83,4.18,2.62,40.63,৳
2026-04-19 10:00:00,Rajshahi,Pre-Monsoon,10,32.72,63,0,658,3,1010.4,35,Vegetative,4,4.34,1.67,0.88,13,Sunny,37.76,Water ON,Safe to Go Outside,Go to Field for Irrigation,36.89,4.18,2.82,43.89,৳
2026-04-19 11:00:00,Rajshahi,Pre-Monsoon,11,33.51,63,0,734,4,1010.4,34,Vegetative,4,4.6,1.67,0.94,15,Sunny,38.55,Water ON,Safe to Go Outside,Go to Field for Irrigation,39.1,4.18,3.01,46.29,৳
2026-04-19 12:00:00,Rajshahi,Pre-Monsoon,12,34.01,62,0,760,4,1010.4,34,Vegetative,4,4.75,1.67,0.99,15,Sunny,38.97,Water ON,Safe to Go Outside,Go to Field for Irrigation,40.38,4.18,3.17,47.73,৳
2026-04-19 13:00:00,Rajshahi,Pre-Monsoon,13,34.18,62,0,734,5,1010.4,33,Vegetative,4,4.76,1.67,1.03,15,Sunny,39.14,Water ON,Safe to Go Outside,Go to Field for Irrigation,40.46,4.18,3.3,47.94,৳
2026-04-19 14:00:00,Rajshahi,Pre-Monsoon,14,34.01,62,0,658,5,1010.4,34,Vegetative,4,4.64,1.67,1.05,13,Sunny,38.97,Water ON,Safe to Go Outside,Go to Field for Irrigation,39.44,4.18,3.36,46.98,৳
2026-04-19 15:00:00,Rajshahi,Pre-Monsoon,15,33.51,63,0,537,5,1010.4,34,Vegetative,4,4.4,1.67,1.06,11,Sunny,38.55,Water ON,Safe to Go Outside,Go to Field for Irrigation,37.4,4.18,3.39,44.97,৳
2026-04-19 16:00:00,Rajshahi,Pre-Monsoon,16,32.72,79,10,127,7,1001.4,53,Vegetative,0,3.13,0.55,1.05,3,Heavy Rain,39.04,Water OFF,Do Not Go Outside,Delay Field Visit,26.6,1.38,3.36,31.34,৳
2026-04-19 17:00:00,Rajshahi,Pre-Monsoon,17,31.68,80,10,66,6,1001.4,54,Vegetative,0,2.92,0.55,1.03,2,Heavy Rain,38.08,Water OFF,Do Not Go Outside,Delay Field Visit,24.82,1.38,3.3,29.5,৳
2026-04-19 18:00:00,Rajshahi,Pre-Monsoon,18,30.48,79,9,0,6,1002.3,52,Vegetative,0,2.68,0.55,0.99,1,Heavy Rain,36.8,Water OFF,Do Not Go Outside,Delay Field Visit,22.78,1.38,3.17,27.33,৳
2026-04-19 19:00:00,Rajshahi,Pre-Monsoon,19,29.18,77,7,0,5,1004.1,49,Vegetative,1,2.65,0.83,0.94,1,Light Rain,35.34,Water OFF,Go Outside With Caution,Routine Check Optional,22.52,2.07,3.01,27.6,৳
2026-04-19 20:00:00,Rajshahi,Pre-Monsoon,20,27.89,66,0,0,3,1010.4,36,Vegetative,4,2.86,1.67,0.88,0,Clear,33.17,Water ON,Safe to Go Outside,Go to Field for Irrigation,24.31,4.18,2.82,31.31,৳
2026-04-19 21:00:00,Rajshahi,Pre-Monsoon,21,26.68,67,0,0,3,1010.4,36,Vegetative,4,3.01,1.67,0.82,0,Clear,32.04,Water ON,Safe to Go Outside,Go to Field for Irrigation,25.58,4.18,2.62,32.38,৳
2026-04-19 22:00:00,Rajshahi,Pre-Monsoon,22,25.65,68,0,0,3,1010.4,36,Vegetative,4,3.16,1.67,0.88,0,Clear,31.09,Water ON,Safe to Go Outside,Go to Field for Irrigation,26.86,4.18,2.82,33.86,৳
2026-04-19 23:00:00,Rajshahi,Pre-Monsoon,23,24.85,69,0,0,4,1010.4,36,Vegetative,4,3.28,1.67,0.94,1,Clear,30.37,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.88,4.18,3.01,35.07,৳
2026-04-20 00:00:00,Khulna,Pre-Monsoon,0,24.97,69,0,0,4,1010.14,36,Vegetative,4,3.48,1.67,0.99,1,Clear,30.49,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.58,4.18,3.17,36.93,৳
2026-04-20 01:00:00,Khulna,Pre-Monsoon,1,24.8,69,0,0,5,1010.14,36,Vegetative,4,3.54,1.67,1.03,1,Clear,30.32,Water ON,Safe to Go Outside,Go to Field for Irrigation,30.09,4.18,3.3,37.57,৳
2026-04-20 02:00:00,Khulna,Pre-Monsoon,2,24.97,69,0,0,5,1010.14,36,Vegetative,4,3.56,1.67,1.05,1,Clear,30.49,Water ON,Safe to Go Outside,Go to Field for Irrigation,30.26,4.18,3.36,37.8,৳
2026-04-20 03:00:00,Khulna,Pre-Monsoon,3,25.47,68,0,0,5,1010.14,36,Vegetative,4,3.54,1.67,1.06,1,Clear,30.91,Water ON,Safe to Go Outside,Go to Field for Irrigation,30.09,4.18,3.39,37.66,৳
2026-04-20 04:00:00,Khulna,Pre-Monsoon,4,26.27,68,0,0,5,1010.14,36,Vegetative,4,3.48,1.67,1.05,1,Clear,31.71,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.58,4.18,3.36,37.12,৳
2026-04-20 05:00:00,Khulna,Pre-Monsoon,5,27.3,67,0,0,5,1010.14,36,Vegetative,4,3.38,1.67,1.03,1,Clear,32.66,Water ON,Safe to Go Outside,Go to Field for Irrigation,28.73,4.18,3.3,36.21,৳
2026-04-20 06:00:00,Khulna,Pre-Monsoon,6,28.51,66,0,0,4,1010.14,36,Vegetative,4,3.26,1.67,0.99,1,Clear,33.79,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.71,4.18,3.17,35.06,৳
2026-04-20 07:00:00,Khulna,Pre-Monsoon,7,29.8,65,0,197,4,1010.14,36,Vegetative,4,3.47,1.67,0.94,4,Clear,35.0,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.5,4.18,3.01,36.69,৳
2026-04-20 08:00:00,Khulna,Pre-Monsoon,8,31.09,64,0,380,3,1010.14,36,Vegetative,4,3.64,1.67,0.88,8,Clear,36.21,Water ON,Safe to Go Outside,Go to Field for Irrigation,30.94,4.18,2.82,37.94,৳
2026-04-20 09:00:00,Khulna,Pre-Monsoon,9,32.3,63,0,537,3,1010.14,36,Vegetative,4,4.08,1.67,0.82,11,Sunny,37.34,Water ON,Safe to Go Outside,Go to Field for Irrigation,34.68,4.18,2.62,41.48,৳
2026-04-20 10:00:00,Khulna,Pre-Monsoon,10,33.34,63,0,658,3,1010.14,34,Vegetative,4,4.44,1.67,0.88,13,Sunny,38.38,Water ON,Safe to Go Outside,Go to Field for Irrigation,37.74,4.18,2.82,44.74,৳
2026-04-20 11:00:00,Khulna,Pre-Monsoon,11,34.13,67,3,587,4,1007.44,38,Vegetative,3,4.32,1.39,0.94,12,Light Rain,39.49,Water OFF,Go Outside With Caution,Routine Check Optional,36.72,3.47,3.01,43.2,৳
2026-04-20 12:00:00,Khulna,Pre-Monsoon,12,34.63,70,5,507,5,1005.64,42,Vegetative,2,4.15,1.11,0.99,10,Light Rain,40.23,Water OFF,Go Outside With Caution,Routine Check Optional,35.28,2.78,3.17,41.23,৳
2026-04-20 13:00:00,Khulna,Pre-Monsoon,13,34.8,73,7,392,6,1003.84,46,Vegetative,1,3.88,0.83,1.03,8,Light Rain,40.64,Water OFF,Go Outside With Caution,Routine Check Optional,32.98,2.07,3.3,38.35,৳
2026-04-20 14:00:00,Khulna,Pre-Monsoon,14,34.63,76,9,263,6,1002.04,49,Vegetative,0,3.55,0.55,1.05,6,Heavy Rain,40.71,Water OFF,Do Not Go Outside,Delay Field Visit,30.17,1.38,3.36,34.91,৳
